序号,省份,年份,月份,年月,供应链环节,产品分类,产品名称,污染物名称_标准化,是否AFB1相关,AFB1识别依据,原始检测数值,初检浓度值,复检浓度值,最终采用浓度值,浓度单位,检测单位是否推断,原始法规限制,法规限量_数值,法规限量_单位,法规限量_比较符号,法规限量_单位是否推断,是否超标,超标倍数,浓度清洗状态,检测数值解析失败原因,法规限量解析状态,法规限量解析失败原因,是否建议人工复核,复核原因
44,不详,2024,10,2024-10,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,53.7µg/kg,53.7,,53.7,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.685,已解析并统一单位,,已解析并统一单位,,False,
36,不详,2024,10,2024-10,流通,花生仁/炒货坚果,生红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,65.5µg/kg,65.5,,65.5,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.275,已解析并统一单位,,已解析并统一单位,,False,
37,不详,2024,10,2024-10,餐饮,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,260µg/kg,260.0,,260.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,13.0,已解析并统一单位,,已解析并统一单位,,False,
51,不详,2024,10,2024-10,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,45.6µg/kg,45.6,,45.6,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.2800000000000002,已解析并统一单位,,已解析并统一单位,,False,
6,不详,2024,10,2024-10,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,155µg/kg,155.0,,155.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,7.75,已解析并统一单位,,已解析并统一单位,,False,
29,不详,2024,10,2024-10,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,72.2µg/kg,72.2,,72.2,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.6100000000000003,已解析并统一单位,,已解析并统一单位,,False,
86,不详,2024,10,2024-10,流通,花生仁/炒货坚果,大白沙花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,36.3µg/kg,36.3,,36.3,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.815,已解析并统一单位,,已解析并统一单位,,False,
87,不详,2024,10,2024-10,流通,花生仁/炒货坚果,白花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,44.8µg/kg,44.8,,44.8,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.2399999999999998,已解析并统一单位,,已解析并统一单位,,False,
23,不详,2024,10,2024-10,餐饮,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,49.8μg/kg,49.8,,49.8,μg/kg,False,≤20μg/kg,20.0,μg/kg,≤,False,True,2.4899999999999998,已解析并统一单位,,已解析并统一单位,,False,
26,不详,2024,10,2024-10,流通,花生仁/炒货坚果,白花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,153µg/kg,153.0,,153.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,7.65,已解析并统一单位,,已解析并统一单位,,False,
27,不详,2024,10,2024-10,流通,花生仁/炒货坚果,红花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,44µg/kg,44.0,,44.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.2,已解析并统一单位,,已解析并统一单位,,False,
16,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
17,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
18,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
20,不详,2024,11,2024-11,流通,花生仁/炒货坚果,白皮花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
21,不详,2024,11,2024-11,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
22,不详,2024,11,2024-11,流通,花生仁/炒货坚果,白皮花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
23,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
24,不详,2024,11,2024-11,流通,花生仁/炒货坚果,散称花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
25,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
26,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
27,江苏,2024,11,2024-11,流通,花生仁/炒货坚果,吉林四粒红花生（一级）,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
28,安徽,2024,11,2024-11,流通,花生仁/炒货坚果,辽宁白沙花生,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
29,河南,2024,11,2024-11,流通,花生仁/炒货坚果,红皮花生仁,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
30,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
31,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
32,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
33,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
34,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
140,不详,2024,11,2024-11,流通,花生仁/炒货坚果,红花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,49.6µg/kg,49.6,,49.6,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.48,已解析并统一单位,,已解析并统一单位,,False,
141,不详,2024,11,2024-11,餐饮,花生仁/炒货坚果,花生米（生）,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,115µg/kg,115.0,,115.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,5.75,已解析并统一单位,,已解析并统一单位,,False,
62,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,58.9μg/kg,58.9,,58.9,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.945,已解析并统一单位,,已解析并统一单位,,False,
1,不详,2024,11,2024-11,流通,花生仁/炒货坚果,红皮花生,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,24.6µg/kg,24.6,,24.6,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.23,已解析并统一单位,,已解析并统一单位,,False,
40,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,59.6µg/kg,59.6,,59.6,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,2.98,已解析并统一单位,,已解析并统一单位,,False,
77,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,91.4µg/kg,91.4,,91.4,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,4.57,已解析并统一单位,,已解析并统一单位,,False,
78,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米（生）,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,73.8µg/kg,73.8,,73.8,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,3.69,已解析并统一单位,,已解析并统一单位,,False,
68,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,不合格项目命中AFB1/黄曲霉变体；不合格规范列命中AFB1/黄曲霉变体,37.0µg/kg,37.0,,37.0,μg/kg,False,≤20µg/kg,20.0,μg/kg,≤,False,True,1.85,已解析并统一单位,,已解析并统一单位,,False,
17,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
18,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
19,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
20,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
21,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
22,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
23,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
24,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
25,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
26,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
27,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
28,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
29,不详,2024,11,2024-11,流通,花生仁/炒货坚果,花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
30,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
31,不详,2024,11,2024-11,流通,花生仁/炒货坚果,红皮花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
32,不详,2024,11,2024-11,流通,花生仁/炒货坚果,白皮花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
33,不详,2024,11,2024-11,流通,花生仁/炒货坚果,生花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
34,不详,2024,11,2024-11,流通,花生仁/炒货坚果,特级大白沙花生米,黄曲霉毒素B1（AFB1）,True,检验项目命中AFB1/黄曲霉变体,,,,,,False,,,,,False,False,,无检测数值,空值或占位符,无检测数值,空值或占位符,True,AFB1相关但浓度无法解析；AFB1相关但法规限量无法解析
